都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
130001,0000000056,東京都,,青山公園,アオヤマコウエン,,1003a,東京都港区六本木七丁目、南青山一丁目,,35.668524,139.720671,03-3470-3223,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,旧陸軍の射撃場跡地と引揚者住宅跡地を整備して公園にしたもので、南北２ヵ所に分かれています。,,https://www.tokyo-park.or.jp/park/format/index080.html,,106-0032,東京メトロ千代田線「乃木坂」(C05)・東京メトロ日比谷線「六本木」(H04)下車　徒歩5分 東京メトロ銀座線・半蔵門線、都営地下鉄大江戸線「青山一丁目」(G04･E24)下車　徒歩5分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000057,東京都,,赤塚公園,アカツカコウエン,,1003a,東京都板橋区高島平三丁目、徳丸七・八丁目、四葉二丁目、大門、赤塚四・五・八丁目,,35.785076,139.656438,03-3938-5715,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,高島平団地と首都高速5号線に沿って、東西にのびる公園。残された自然林、そこを通る遊歩道、広場と運動施設などと赤塚公園は変化に富んでいます。　この公園は、昭和18年の都市計画で赤塚緑地として造成されることになっていましたが、戦争のため実現しませんでした。その後、47年の土地区画整理事業で東京都が用地を取得し、49年に開園しました。,,https://www.tokyo-park.or.jp/park/format/index005.html,車椅子の貸出あり（2台） ,175-0082 ,地下鉄三田線「高島平」(I25)下車　徒歩10分駐車場（有料）あり　バス・大型車両不可,1,,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000058,東京都,,秋留台公園,アキルダイコウエン,,1003a,東京都あきる野市二宮・平沢,,35.729273,139.300293,042-559-6910,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,"秋留台公園は、多摩川の支流、秋川と平井川の間にひろがる秋留台地のほぼ中央に位置し、周辺は武蔵野の面影を残す田園風景となっています。秋川の南には秋 川丘陵・滝山丘陵・平井川の北には羽村草花丘陵自然公園、さらに西方は奥多摩の連山を望むことができる自然環境に恵まれた公園です。現在は、計画面積15haのうち、約11,8haが完成しており、中央広場に設置された樹氷型噴水と全天候型第三種公認競技場がきわだっています。近頃、泣き声に特徴のあるカオグロガビチョウが繁殖しています。 ",,https://www.tokyo-park.or.jp/park/format/index053.html,,197-0814,JR五日市線「東秋留」又は「秋川」下車　徒歩15分 ,1,,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000059,東京都,,井の頭恩賜公園,イノカシラオンシコウエン,,1003a,東京都武蔵野市御殿山一丁目、吉祥寺南町一丁目、三鷹市井の頭三・四・五丁目、下連雀一丁目、牟礼四丁目,,35.7007,139.574491,0422-47-6900,,,,月火水木金土日,0:00,0:00,,大正6年に開園した井の頭恩賜公園は、2017年に開園100周年を迎えました。開園当時は、郊外に位置する公園とされていましたが、現在では、住宅地に隣接する貴重な緑の空間として親しまれています。園内は、井の頭池周辺、雑木林のある御殿山、運動施設のある西園、第二公園と4区域に分かれています。また、井の頭池周辺は低地、御殿山周辺は高台になっており、変化に富んだ景観が楽しめます。,,http://www.kensetsu.metro.tokyo.jp/seibuk/inokashira/index.html,,180-0005 ,JR中央線「吉祥寺」下車　徒歩5分京王井の頭線「井の頭公園」下車　徒歩1分,1,有料。当駐車場は、警察の指導により右折入庫ができません。また、吉祥寺通りは7時?19時まで駐停車禁止となっております。そのため、吉祥寺通りでの入庫待ちもご遠慮いただいております。予めご了承ください。,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000060,東京都,,上野恩賜公園,ウエノオンシテイエン,,1003a,東京都台東区上野公園・池之端三丁目,,35.715336,139.773982,03-3828-5644,,,,月火水木金土日,0:00,0:00,,開園140余年となる上野恩賜公園は、日本の都市公園を代表する都立公園です。東京都では、上野恩賜公園グランドデザインに基づく再生整備計画により、上野公園を東京の顔となる文化・観光の拠点として、より魅力ある公園に再生させるための整備を進めています。,,http://www.kensetsu.metro.tokyo.jp/jimusho/toubuk/ueno/index_top.html,,110-0007,JR山手線・JR京浜東北線・JR高崎線・JR宇都宮線・東京メトロ銀座線・東京メトロ日比谷線「上野」(G16･H17)下車　徒歩2分 京成本線「京成上野」下車　徒歩1分,1,,0,,,0,,0,,,,,2019-03-28
130001,0000000061,東京都,,宇喜田公園,ウキタコウエン,,1003a,東京都江戸川区北葛西三丁目・宇喜田町,,35.674423,139.860592,3636-9365,,,,月火水木金土日,0:00,0:00,,当公園は、身近なスポーツから自然観察まで多彩なリクリエーション活動が可能な、広々とした花に囲まれた緑豊かな公園として、平成14年4月1日に開園しその後も追加地区を開園して現在の規模の公園になっております。 立地は、江戸川区の南東部に位置しており、動物園や釣り池、日本庭園等の施設をもつ江戸川区立行船公園に隣接しております。また、防災施設も充実しており、災害時には避難場所として防災用仮設トイレ、井戸、かまどベンチなどの施設も備わっている公園です。,,http://tokyo-eastpark.com/ukita/,,134-0081,都営新宿線　船堀駅　徒歩１５分 東京メトロ東西線　西葛西駅　徒歩１３分,1,"有料。24時間利用可。駐車台数：第一駐車場５８台／第二駐車場８１台。身障者用１台有。（料金）一般車１時間まで 200円、以降30分ごとに 100円。バス1時間まで1,000円、以降30分ごとに 500円",0,,,0,,0,,,,,2019-03-28
130001,0000000062,東京都,,浮間公園,ウキマコウエン,,1003a,東京都板橋区舟渡二丁目、北区浮間二丁目,,35.794827,139.692878,03-3969-9168,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,昭和60年に開通したJR埼京線の浮間舟渡駅前の水と緑、それが浮間公園です。この公園は、面積の約40％が浮間ヶ池ですが、池畔には公園のシンボルとして設置された風車が映え、多くの自然や緑に囲まれた運動施設もあり、各種遊び場からは子供達の歓声が聞こえてきます,,https://www.tokyo-park.or.jp/park/format/index009.html,車椅子の貸出あり（1台） ,174-0041,JR埼京線｢浮間舟渡｣下車　徒歩1分,1,有料,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000063,東京都,,大泉中央公園,オオイズミチュウオウコウエン,,1003a,東京都練馬区大泉学園町九丁目,,35.77462,139.597728,03-3867-8096,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,東京都と埼玉県の境に位置する大泉中央公園は、かつて旧陸軍士官学校の敷地の一部でした。戦後米軍が接収しキャンプ朝霞となり、今の開園区域はゴルフ場として使用されることになりました。返還後、計画面積約10haの公園として造成され、平成2年6月にオープンしました。 園内には、水の広場、噴水池、武蔵野の自然林、芝生広場、アスレチック遊具、広い砂場などがあります。また陸上 競技場、野球場のスポーツ設備も備えています。子供から、お年寄りまで安全で快適に楽しめる公園として親しまれています。 ,,https://www.tokyo-park.or.jp/park/format/index011.html,車椅子の貸出あり（1台） ,178-0061,東武東上線「成増駅南口」から大泉学園駅北口行きバス「長久保」または「大泉中央公園」下車（所要20分）西武池袋線「大泉学園駅北口」から成増駅南口行きバス「長久保」または「大泉中央公園」下車（所要20分）,1,有料,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000064,東京都,,大神山公園,オオガミヤマコウエン,,1003a,（大神山公園・大神山地区）東京都小笠原父島字宮之浜道 、（大神山公園・大村中央地区）東京都小笠原父島字東町 ,,142.191557,27.093979,04998-2-7170,,,,月火水木金土日,0:00,0:00,,"大神山公園は東京から太平洋を1,000km南下、洋上に浮かぶ小笠原諸島父島にある都立公園です。魅惑的なブルーの海に臨むこの公園は、丘陵地の大神山地区と、二見港に面した平坦地である大村中央地区に分かれています。",,https://www.tokyo-park.or.jp/park/format/index097.html,,100-2101,小笠原海運「おがさわら丸」,1,【大神山公園大村中央地区駐車場】24時間営業。利用料金：無料。駐車台数：9台【大神山地区駐車場】24時間営業。利用料金：無料。駐車台数：約8台,0,,,0,,0,,,,,2019-03-28
130001,0000000065,東京都,,大島小松川公園,オオジマコマツガワコウエン,,1003a,東京都江東区大島九丁目(江戸川区小松川一丁目）,,35.692509,139.846806,03-3636-9365,,,,月火水木金土日,0:00,0:00,,東京都立大島小松川公園は、防災市街地再開発事業により、設置された公園です。江東デルタ地域の東端に位置し、旧中川を挟んで江東区と江戸川区にまたがり、平常時はレクリエーションの場として利用され、災害時には２０万人の 避難場所となる防災公園です。スポーツ施設を中心としたスポーツ広場、わんさか広場、自由の広場、季節の広場(北側と南側）、風の広場の五つのブロックがあります。 自由の広場に隣接してお子様に人気のアスレチック広場とバーベキュー広場あり、駐車場（有料）も完備しています。,,http://tokyo-eastpark.com/ohjima/,,136-0072,都営新宿線　東大島駅　徒歩3分,1,"有料。24時間利用可。駐車台数：194台。身障者用：4台有。（料金）一般車：1時間まで200円、以降30分ごとに100円。バス：1時間まで1,000円、以降30分ごとに500円",0,,,0,,0,,,,,2019-03-28
130001,0000000066,東京都,,大戸緑地,オオトリョクチ,,1003a,東京都町田市相原町,,35.617521,139.289337,042-661-0042,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,大戸緑地は町田市の西端部、神奈川県との県境を流れる境川の源流域にあります。付近には優しい里山風景が広がり、園内の小高い場所にある「雨乞いの碑」などからも、ここが地域の大切な場所だったことが分かります。ここからは大きく開く都心部までの展望が望めます。城山湖を見下ろす草戸山、「かたらいの路」や「関東ふれあいの道」、「高尾山」へのハイキングコースも人気があります。,,https://tamaparks.com/oto/,,194-0211,JR横浜線「相原駅」から神奈川中央交通バス相原・法政大学経由「大戸」行バス約14分「青少年センター入口」下車徒歩5分JR横浜線「橋本」または京王線「橋本」から神奈川中央交通バス相原・法政大学経由大戸行き「大戸」下車　徒歩5分 ,1,,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000067,東京都,,尾久の原公園,オグノハラコウエン,,1003a,東京都荒川区東尾久七丁目,,35.751726,139.77705,03-3819-8838,,,,月火水木金土日,0:00,0:00,,尾久の原公園は、旧旭電化工業（現：ADEKA)尾久工場跡地に整備された自然を活かした公園です。 園内には、区民の憩いの場として芝生広場、原っぱ、トンボ池や、荒川区の木である桜（枝垂れ桜）が約170本植栽されて、近隣で有名な春の花見スポットとなっています。 夏になるとジャブジャブ池が子供達に大人気で、一日中賑わっています。 秋はトンボや昆虫を追い、冬にはトンボ池に鴨、コサギ、アオサギ等やカワセミ、カワウ、カモメ等の飛来があり、都内でまだ残っている自然を満喫できる公園の一つです。,,http://tokyo-eastpark.com/ogunohara/,,116-0012 ,日暮里・舎人ライナー、都電荒川線「熊野前」下車　徒歩８分 都電荒川線「東尾久三丁目」下車　徒歩10分JR「田端」から都バス（北千住駅前行）、JR・地下鉄千代田線（C18）・日比谷線（H21）・東武伊勢崎線「北千住」から都バス（駒込病院前行）「大門小学校前」下車すぐ京成本線・地下鉄千代田線・都電荒川線「町屋」から荒川区コミュニティバス町屋さくら「尾久の原公園」下車すぐ ,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000068,東京都,,小山内裏公園,オヤマダイリコウエン,,1003a,東京都町田市小山ケ丘二・四丁目、八王子市南大沢四・五丁目、鑓水二丁目,,35.606146,139.368198,042-676-8865,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,小山内裏公園は、多摩丘陵の骨格をなす主稜線上に位置し、北側は多摩川の支流大田川の源流部にあたり、現在でも湧水豊かな谷戸地形が良好な姿で保存されて います。また公園の大部分は、多摩丘陵に特徴的な雑木林で覆われており、谷戸部分の湿性草地とともに良好な植生が維持され、多様な動植物が生息していま す。特に生態系上位種に位置する動物の生息や多摩地区では希少な存在となった各種の植物の生育も認められるなど、地域的にみても貴重な自然環境を有してい ます。,,https://www.tokyo-park.or.jp/park/format/index064.html,,194-0215,京王相模原線「多摩境」下車徒歩10分「南大沢」から京王バス 南大沢五丁目循環「南大沢学園前」下車徒歩1分 ,1,営業時間9:00～17:00（夜間閉鎖）。 利用料金：無料。バス利用不可。駐車台数：２３台,0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000069,東京都,,小山田緑地,オヤマダリョクチ,,1003a,東京都町田市下小山田町・上小山田町,,35.596194,139.416319,042-797-8968,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。営業時間等はサービスセンターへお問い合わせ下さい。,小山田緑地は町田市の北西部、多摩ニュータウンに近接する緑豊かな丘陵地にあり、計画面積約146haの一部を開園しています。園内には、コナラ・クヌギ・シラカシ等の雑木林のほか、ボール遊びも出来る開放的な草地の広場、トンボ等が生息する水辺があり、散策や、軽スポーツ、自然観察に最適です。 緑地の周囲にも、さながら多摩丘陵の原風景といった趣の田園風景が随所に残り、周囲を結んだ軽ハイキングや遠足などに適しています。 ,,https://www.tokyo-park.or.jp/park/format/index063.html,,194-0000 ,京王相模原線・小田急多摩線・多摩モノレール「多摩センター」から京王バス日大三高行き「扇橋」下車　徒歩12分JR横浜線・小田急線「町田」から神奈川中央交通バス小山田行き「大泉寺」下車　徒歩12分または多摩丘陵病院行き「扇橋」下車　徒歩12分 ,1,営業時間9:00～17:00（夜間閉鎖）.。利用料金：無料。バス専用指定なし。駐車台数：65台 ,0,,,0,,0,,,,,2019-03-28
130001,0000000070,東京都,,葛西臨海公園,カサイリンカイコウエン,,1003a,東京都江戸川区臨海町六丁目,,35.642245,139.860296,03-5696-1331,,,,月火水木金土日,0:00,0:00,常時開園（サービスセンター及び各施設は年末年始は休業）※葛西臨海水族園やダイヤと花の大観覧車などの園内施設は、定休日がございますので、各施設にお問合せ下さい。,この公園は大空のもと紺ぺきの海が広がる東京湾に、緑と水と人のふれあいをテーマに五つのゾーンを配して誕生した公園です。 昭和60年1月から葛西沖開発土地区画整理事業の一環として着手され、平成元年度にその一部約38ヘクタールがオープン。平成6年4月には鳥類園ゾーン、平成7年7月には展望レストハウス「クリスタルビュー」、平成13年春には観覧車がオープンしました。また、葛西海浜公園にも隣接しており、行楽地としての色あいの濃い公園となっています。,,https://www.tokyo-park.or.jp/park/format/index026.html,,134-0086,JR京葉線「葛西臨海公園」下車　徒歩1分 東京メトロ東西線「西葛西」(T16)・「葛西」(T17)から　都バス　葛西臨海公園行き　約20分 「お台場海浜公園」から東京水辺ライン(水上バス)約50分(TEL 03-5608-8869東京水辺ライン)車利用　首都高速湾岸線　葛西ＩＣ　下車すぐ,1,"24時間営業。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで200円、以後30分毎に100円。大型車（車高2.5メートル以上の車両）2時間まで1,500円、以後30分毎に500円（駐車場利用料金免除について） 。バス2時間まで1,500円、以後30分毎に500円。駐車台数181台（うち身障者用18台）。臨時駐車場有。※夜間は、第１駐車場のみのご利用となります。※駐車場で集会等を行なうことはできません。 ",0,,,0,,0,,,,,2019-03-28
130001,0000000071,東京都,,亀戸中央公園,カメイドチュウオウコウエン,,1003a,東京都江東区亀戸八・九丁目,,35.699909,139.838447,03-3636-2558,,,,月火水木金土日,0:00,0:00,,この公園は、日立製作所の亀戸工場のあったところを整備したもので、A・B・Cの3地区に分かれています。A地区には、中央広場に時計塔や遊具が設置され、子供たちの格好の遊び場になっています。B地区には、人工池、流れがあり周囲は憩いの広場となっています。C地区は、運動広場として整備され、多目的球技広場、テニスコートのほか児童コーナーがあり、ターザンロープ等の遊具は子供たちの人気を集めています。またこの公園は「サザンカの名所」として親しまれています。,,http://tokyo-eastpark.com/kameido/,,136-0071,東武亀戸線「亀戸水神」下車　徒歩2分,0,,0,,,0,,0,,,,,2019-03-28
130001,0000000072,東京都,,砧公園,キヌタコウエン,,1003a,東京都世田谷区砧公園・大蔵一丁目,,35.630429,139.620212,03-3700-0414,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,紀元2600年記念事業として都市計画決定された大緑地が前身である砧公園は、戦時中は防空緑地、戦後は都営のゴルフ場として開放されていました。当初の造成テーマは、家族ぐるみで楽しめる公園。この基本計画に沿って、自然の地形を活かし、芝生の広場と樹林で構成されるファミリーパーク区域と運動施設区域とを整備しています。 ,,https://www.tokyo-park.or.jp/park/format/index004.html,,157-0075,東急田園都市線「用賀」から徒歩20分　または東急コーチバス（美術館行き）「美術館」下車 小田急線「千歳船橋」から東急バス（田園調布行き）「砧公園緑地入口」下車 小田急線「成城学園前」から東急バス（都立大学駅北口行き）「岡本一丁目」下車 ,1,"24時間営業。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。普通車1時間まで300円、以後30分毎に100円。バス2時間まで2,000円、以後30分毎に500円。駐車台数：177台（うち身障者用3台）。臨時駐車場有※土・日・祝日は駐車場の混雑が予想されますので、公共の交通機関をご利用ください。 ",0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000073,東京都,,木場公園,キバコウエン,,1003a,東京都江東区木場四・五丁目・平野四丁目,,35.676767,139.807561,03-5245-1770,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,木場は、江戸から昭和にかけて、江戸・東京へ材木を供給し「材木のまち」として栄えてきました。 昭和44年には、江東再開発構想のなかの防災拠点の一つとして位置づけられ、木材関連業者が現在の新木場へ移転したのを機に、水と緑の森林公園として整備されました。また、昭和52年には、昭和天皇御在位五十年記念公園として国から指定を受けました。公園は、葛西橋通り、仙台堀川によって南、中、北の3地区に分けられており、木場公園大橋が各地区を連絡しています。 ,,https://www.tokyo-park.or.jp/park/format/index020.html,,135-0042,東京メトロ東西線「木場」(T13)下車　徒歩5分東京メトロ半蔵門線、都営地下鉄大江戸線「清澄白河」(E14)下車　徒歩15分地下鉄新宿線「菊川」(S12)下車　徒歩15分都バス とうきょうスカイツリー駅・深川車庫（業10）、錦糸町駅（東20）「木場四丁目」又は「東京都現代美術館前」下車 ,1,"24時間営業。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。 普通車1時間まで300円、以後30分毎に100円。バス2時間まで2,000円、以後30分毎に500円。駐車台数：97台。臨時駐車場有。",0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000074,東京都,,小石川後楽園,コイシカワコウラクエン,,1003a,東京都文京区後楽一丁目,,35.704864,139.747649,03-3811-3015,,,,月火水木金土日,9:00,17:00,（入園は午後4時30分まで）休園日：年末・年始(12月29日～翌年1月1日まで)※イベント開催期間及びGWなどで休園日開園や時間延長が行われる場合もあります。,江戸時代初期、寛永6年（1629年）に水戸徳川家の祖である頼房が、江戸の中屋敷（後に上屋敷となる。）の庭として造ったもので、二代藩主の光圀の代に 完成した庭園です。光圀は作庭に際し、明の儒学者である朱舜水の意見をとり入れ、中国の教え「（士はまさに）天下の憂いに先だって憂い、天下の楽しみに後 れて楽しむ」から「後楽園」と名づけられました。 庭園は池を中心にした「回遊式築山泉水庭園」になっており、随所に中国の名所の名前をつけた景観を配し、中国趣味豊かなものになっています。また、当園の特徴として各地の景勝を模した湖・山・川・田園などの景観が巧みに表現されています。この地は小石川台地の先端にあり、神田上水を引入れ築庭されました。また光圀の儒学思想の影響の下に築園されており、明るく開放的な六義園と好対照をなしています。なお、当園は昭和27年3月、文化財保護法によって特別史跡及び特別名勝に指定されています。特別史跡と特別名勝の重複指定を受けているのは、都立庭園では浜離宮恩賜庭園と当園の二つだけです。全国でも京都市の鹿苑寺（金閣寺）、慈照寺（銀閣寺）、醍醐寺三宝院、奈良県の平城京左京三条ニ坊宮跡、広島県の厳島、岩手県の毛越寺庭園、福井県の一乗谷朝倉氏庭園を合わせ９ヶ所だけです。,,https://www.tokyo-park.or.jp/teien/contents/index030.html,,112-0004 ,都営地下鉄大江戸線「飯田橋」(E06)C3出口下車　徒歩3分JR総武線「飯田橋」東口下車　徒歩8分JR総武線「水道橋」西口下車　徒歩8分 東京メトロ東西線・有楽町線・南北線「飯田橋」(T06･Y13･N10)A1出口下車　徒歩8分 東京メトロ丸ノ内線・南北線「後楽園」(M22･N11)中央口下車　徒歩8分,0,,1,300,"入園料
一般　　　 300円
65歳以上　150円
 （小学生以下及び都内在住・在学の中学生は無料）

【20名以上の団体】
 一般　　　 240円
65歳以上　120円
 　
※身体障害者手帳、愛の手帳、精神障害者保健福祉手帳または療育手帳持参の方と付添の方は無料
※無料公開日　みどりの日（５月４日）、都民の日（１０月１日）

【年間パスポート】
一般　　 1,200円
65歳以上　600円

【9庭園共通年間パスポート】
一般　　 　4,000円
65歳以上　2,000円",0,,0,,,,,2019-03-28
130001,0000000075,東京都,,小金井公園,コガネイコウエン,,1003a,東京都小金井市桜町三丁目、関野町一・二丁目、小平市花小金井南町三丁目、西東京市向台六丁目、武蔵野市桜堤三丁目,,35.71706,139.517882,042-385-5611,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,玉川上水沿いに位置した、面積約80ヘクタール（日比谷公園の4.9倍、上野公園の1.5倍）の広大な公園です。この公園は広々とした草地、それを取り巻く雑木林、桜の園、子どもの広場、弓道場、SL（C57）展示、16面のテニスコートと内容豊かな公園です。この公園の前身は、昭和15年の紀元2600年記念事業で計画された小金井大緑地。戦後、東宮仮御所に使用され、また農地解放により4割を失いましたが、29年に都市公園として開園されました。 ,,https://www.tokyo-park.or.jp/park/format/index050.html,,184-0001,［JR中央線利用の場合］①武蔵小金井駅下車（新宿駅から30分）・北口バス乗場2・3番から西武バスに乗り「小金井公園西口」下車・北口バス乗場4番から関東バス三鷹駅行に乗り「江戸東京たてもの園前」 　「小金井公園前」「スポーツセンター入口」下車②東小金井駅下車（新宿駅から25分）・北口バス乗場からCoCoバスに乗り「小金井公園入口」「たてもの園入口」下車 ［西武新宿線利用の場合］ 花小金井駅下車（高田馬場駅から急行で25分）・小金井街道に出て「南花小金井」バス停から西武バス武蔵小金井駅行,1,"24時間営業。利用料金：高額紙幣（一万円札、五千円札、 二千円札）はご使用になれません。普通車1時間まで300円、以後30分毎に100円。バス2時間まで2,000円、以後30分毎に500円。駐車台数：454台（うち身障者用2台）。臨時駐車場有。 ",0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000076,東京都,,駒沢オリンピック公園,コマザワオリンピックコウエン,,1003a,東京都世田谷区駒沢公園、目黒区東が丘二丁目・八雲五丁目,,35.627198,139.661894,03-3421-6431,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,この公園は、東京オリンピックの第2会場で、レスリングやバレーボールなどの競技が行われたところです。大会終了後に公園として一般に公開され、緑と数々の体育施設が調和した運動公園として親しまれています。,,https://www.tokyo-park.or.jp/park/format/index040.html,,154-0013,JR山手線「渋谷」から東急バス（田園調布行き）「駒沢公園東口」下車JR山手線「恵比寿」から東急バス（用賀行き）「駒沢公園」下車 東急田園都市線「駒沢大学駅」下車　徒歩15分,1,"24時間営業。利用料金：高額紙幣（一万円札、五千円札、二千円札）はご使用になれません。 普通車1時間まで300円、以後30分毎に100円。バス2時間まで2,000円、以後30分毎に500円。駐車台数：181台",0,,一部有料施設あり,0,,0,,,,,2019-03-28
130001,0000000077,東京都,,小宮公園,コミヤコウエン,,1003a,東京都八王子市大谷町、暁町二丁目,,35.673446,139.340673,042-623-1615,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,八王子市の中心街から真北へ約１.5km。加住丘陵の小高い緑の中に小宮公園はあります。公園の中心部は湧き水の流れる広い谷で、野鳥の声と豊かな植物にあふれており、木道を歩いて散策することができます。公園北には開放感たっぷりの明るい原っぱ、南には子供たちに人気の遊具広場があり、サービスセンターに併設された「雑木林ホール」は自然の情報がいっぱいです。,,https://tamaparks.com/komiya/,,192-0043,JR中央線「八王子駅」北口、または京王線「京王八王子駅」から 西東京バス ひよどり山トンネル経由の各バス、バイパス経由宇津木台行き、 八王子郵便局経由中野団地行き いずれも「八王子郵便局前」下車、徒歩10分 ,1,利用料金： 無料。利用時間： 【弁天池駐車場】 9：00～16：30（夜間閉鎖）【サービスセンター前駐車場】 9：00～17：00（夜間閉鎖）。駐車台数： 【弁天池駐車場】10台（うち2台が身障者用） 【サービスセンター前駐車場】20台（うち2台が身障者用） ,0,,,0,,0,,,,,2019-03-28
130001,0000000078,東京都,,桜ヶ丘公園,サクラガオカコウエン,,1003a,東京都多摩市連光寺三、五丁目,,141.349451,42.562611,042-375-1240,,,,月火水木金土日,0:00,0:00,※サービスセンター及び各施設は年末年始は休業となります。※営業時間等はサービスセンターへお問い合わせ下さい。,多摩丘陵自然公園内にある、丘陵と谷間からなる公園です。丘陵公園だけに、地形は高低差数十mと起伏に富んでいます。園内には雑木林を主体にした自然林があり、自然散策に適しています。なお、公園の中ほどには、旧多摩聖蹟記念館（多摩市管理）があります。,,https://www.tokyo-park.or.jp/park/format/index065.html,,206-0021 ,小田急多摩線「小田急永山駅」、京王相模原線「永山駅」から京王バス聖蹟桜ヶ丘駅行き、または聖ヶ丘団地行きで「桜ヶ丘公園西口」下車1分 京王線「聖蹟桜ヶ丘駅」から京王バス永山駅行き「桜ヶ丘公園西口」下車1分,1,営業時間（Ａ）記念館側8:45～16：30（Ｂ）ゆうひの丘側8:45～20：00（夜間閉鎖）。利用料金：無料。バス利用不可。駐車台数：（Ａ記念館側）55台＋車イス用2台、（Ｂゆうひの丘側）16台＋車イス用1台,0,,,0,,0,,,,,2019-03-28
130001,0000000079,東京都,,狭山公園,サヤマコウエン,,1003a,東京都東村山市多摩湖町3-17-19,,35.763187,139.44158,042-393-0154,,,,月火水木金土日,0:00,0:00,狭山公園パークセンター（管理所）は開館時間 8:30 ?17:30、休館日は年末年始,狭山公園は、都立狭山自然公園の区域内にあり、武蔵野の里山の風景や自然が今も色濃く残っています。都民の水がめである多摩湖（村山貯水池）の堰堤の東側に広がり、雑木林の中に宅部（たっちゃん）池や太陽広場などがあります。園内にはソメイヨシノ、ヤマザクラ、サトザクラ等の桜が植えられており、趣の異なる品種を堪能できます。宅部池周辺のイロハモミジ、ハナミズキは新緑の頃と秋の紅葉の美しさは格別です。,,http://www.sayamaparks.com/sayama/,,189-0026,西武多摩湖線 西武遊園地駅から（徒歩 約5min）,1,駐車場：45台。無料。利用時間：9:00?17:00。利用時間を過ぎると門が閉まりますので、あらかじめご了承ください。身障者用駐車場2台。,0,0,,0,,0,,,,,2019-03-28
